| name                   | title                  | level | facing   | categories      | description                                                                                         | detail                                                                                                                                                                                                 | remediation                                                                                | metadata                                                                                                                                                            | cache_key                                                                                                            |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_versions_status\` on table \`public.routine_versions\` has not been used                                                                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_versions","type":"table","schema":"public"}                                                                                                        | unused_index_public_routine_versions_idx_routine_versions_status                                                     |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_version_exercises_exercise\` on table \`public.routine_version_exercises\` has not been used                                                                                       | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_version_exercises","type":"table","schema":"public"}                                                                                               | unused_index_public_routine_version_exercises_idx_routine_version_exercises_exercise                                 |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_assignments_version\` on table \`public.routine_assignments\` has not been used                                                                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_assignments","type":"table","schema":"public"}                                                                                                     | unused_index_public_routine_assignments_idx_routine_assignments_version                                              |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_versions_parent\` on table \`public.routine_versions\` has not been used                                                                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_versions","type":"table","schema":"public"}                                                                                                        | unused_index_public_routine_versions_idx_routine_versions_parent                                                     |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_ai_requests_requester\` on table \`public.routine_ai_requests\` has not been used                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_ai_requests","type":"table","schema":"public"}                                                                                                     | unused_index_public_routine_ai_requests_idx_routine_ai_requests_requester                                            |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_ai_requests_status\` on table \`public.routine_ai_requests\` has not been used                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_ai_requests","type":"table","schema":"public"}                                                                                                     | unused_index_public_routine_ai_requests_idx_routine_ai_requests_status                                               |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_routine_ai_requests_blueprint\` on table \`public.routine_ai_requests\` has not been used                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_ai_requests","type":"table","schema":"public"}                                                                                                     | unused_index_public_routine_ai_requests_idx_routine_ai_requests_blueprint                                            |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_assignment_events_assignment\` on table \`public.routine_assignment_events\` has not been used                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_assignment_events","type":"table","schema":"public"}                                                                                               | unused_index_public_routine_assignment_events_idx_assignment_events_assignment                                       |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_assignment_events_type\` on table \`public.routine_assignment_events\` has not been used                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_assignment_events","type":"table","schema":"public"}                                                                                               | unused_index_public_routine_assignment_events_idx_assignment_events_type                                             |
| unused_index           | Unused Index           | INFO  | EXTERNAL | ["PERFORMANCE"] | Detects if an index has never been used and may be a candidate for removal.                         | Index \`idx_assignment_events_created\` on table \`public.routine_assignment_events\` has not been used                                                                                                | https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index           | {"name":"routine_assignment_events","type":"table","schema":"public"}                                                                                               | unused_index_public_routine_assignment_events_idx_assignment_events_created                                          |
